key,country,statisticalArea1,statisticalArea1Code,statisticalArea2,statisticalArea2Code,statisticalArea3,statisticalArea3Code
RG29,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,North Hampshire,UKJ37
RG30,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG31,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG4,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG40,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG41,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG42,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG45,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG5,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG6,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG7,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG8,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
RG9,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
RH1,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH10,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH11,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH12,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH13,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH14,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH15,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH16,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH17,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH18,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Sussex CC,UKJ22
RH19,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH2,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH20,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH3,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH4,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH5,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH6,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH7,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH77,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,West Sussex (North East),UKJ28
RH8,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RH9,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
RM1,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM10,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM11,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM12,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM13,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM14,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM15,GBR,East of England,UKH,Essex,UKH3,Thurrock,UKH32
RM16,GBR,East of England,UKH,Essex,UKH3,Thurrock,UKH32
RM17,GBR,East of England,UKH,Essex,UKH3,Thurrock,UKH32
RM18,GBR,East of England,UKH,Essex,UKH3,Thurrock,UKH32
RM19,GBR,East of England,UKH,Essex,UKH3,Thurrock,UKH32
RM2,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM20,GBR,East of England,UKH,Essex,UKH3,Thurrock,UKH32
RM3,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM4,GBR,East of England,UKH,Essex,UKH3,West Essex,UKH35
RM5,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM6,GBR,London,UKI,Outer London — East and North East,UKI5,Redbridge and Waltham Forest,UKI53
RM7,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM8,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
RM9,GBR,London,UKI,Outer London — East and North East,UKI5,Barking & Dagenham and Havering,UKI52
S1,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S10,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S11,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S12,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S13,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S14,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S17,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S18,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S2,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S20,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S21,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S25,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S26,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S3,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S32,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South and West Derbyshire,UKF13
S33,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South and West Derbyshire,UKF13
S35,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S36,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S4,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S40,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S41,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S42,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S43,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S44,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S45,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S49,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
S5,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S6,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S60,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S61,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S62,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S63,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S64,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S65,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S66,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S7,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S70,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S71,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S72,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S73,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S74,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S75,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S8,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S80,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
S81,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
S9,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S95,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S96,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S97,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,"Barnsley, Doncaster and Rotherham",UKE31
S98,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
S99,GBR,Yorkshire and the Humber,UKE,South Yorkshire,UKE3,Sheffield,UKE32
SA1,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA10,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Bridgend and Neath Port Talbot,UKL17
SA11,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Bridgend and Neath Port Talbot,UKL17
SA12,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Bridgend and Neath Port Talbot,UKL17
SA13,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Bridgend and Neath Port Talbot,UKL17
SA14,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA15,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA16,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA17,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA18,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA19,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA2,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA20,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA3,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA31,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA32,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA33,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA34,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA35,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA36,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA37,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA38,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA39,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA4,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA40,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA41,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA42,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA43,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA44,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA45,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA46,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA47,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA48,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA5,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA6,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA61,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA62,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA63,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA64,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA65,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA66,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA67,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA68,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA69,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA7,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA70,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA71,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA72,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA73,GBR,Wales,UKL,West Wales and The Valleys,UKL1,South West Wales,UKL14
SA8,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Bridgend and Neath Port Talbot,UKL17
SA80,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SA9,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
SA99,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Swansea,UKL18
SE1,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE10,GBR,London,UKI,Outer London — East and North East,UKI5,Bexley and Greenwich,UKI51
SE11,GBR,London,UKI,Inner London — East,UKI4,Lambeth,UKI45
SE12,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE13,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE14,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE15,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE16,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE17,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE18,GBR,London,UKI,Outer London — East and North East,UKI5,Bexley and Greenwich,UKI51
SE19,GBR,London,UKI,Outer London — South,UKI6,Croydon,UKI62
SE1P,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE2,GBR,London,UKI,Outer London — East and North East,UKI5,Bexley and Greenwich,UKI51
SE20,GBR,London,UKI,Outer London — South,UKI6,Bromley,UKI61
SE21,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE22,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE23,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE24,GBR,London,UKI,Inner London — East,UKI4,Lambeth,UKI45
SE25,GBR,London,UKI,Outer London — South,UKI6,Croydon,UKI62
SE26,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE27,GBR,London,UKI,Inner London — East,UKI4,Lambeth,UKI45
SE28,GBR,London,UKI,Outer London — East and North East,UKI5,Bexley and Greenwich,UKI51
SE3,GBR,London,UKI,Outer London — East and North East,UKI5,Bexley and Greenwich,UKI51
SE4,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE5,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE6,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE7,GBR,London,UKI,Outer London — East and North East,UKI5,Bexley and Greenwich,UKI51
SE8,GBR,London,UKI,Inner London — East,UKI4,Lewisham and Southwark,UKI44
SE9,GBR,London,UKI,Outer London — East and North East,UKI5,Bexley and Greenwich,UKI51
SG1,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG10,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG11,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG12,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG13,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG14,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG15,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
SG16,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
SG17,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
SG18,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
SG19,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Central Bedfordshire,UKH25
SG2,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG3,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG4,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG5,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG6,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG7,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG8,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SG9,GBR,East of England,UKH,Bedfordshire and Hertfordshire,UKH2,Hertfordshire,UKH23
SK1,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK10,GBR,North West (England),UKD,Cheshire,UKD6,Cheshire East,UKD62
SK11,GBR,North West (England),UKD,Cheshire,UKD6,Cheshire East,UKD62
SK12,GBR,North West (England),UKD,Cheshire,UKD6,Cheshire East,UKD62
SK13,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South and West Derbyshire,UKF13
SK14,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK15,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK16,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK17,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South and West Derbyshire,UKF13
SK2,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK22,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South and West Derbyshire,UKF13
SK23,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South and West Derbyshire,UKF13
SK3,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK4,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK5,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK6,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK7,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK8,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
SK9,GBR,North West (England),UKD,Cheshire,UKD6,Cheshire East,UKD62
SL0,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
SL1,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SL2,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SL3,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SL4,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SL5,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SL6,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SL60,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SL7,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
SL8,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
SL9,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Buckinghamshire CC,UKJ13
SL95,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Berkshire,UKJ11
SM1,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
SM2,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
SM3,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
SM4,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
SM5,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
SM6,GBR,London,UKI,Outer London — South,UKI6,"Merton, Kingston upon Thames and Sutton",UKI63
SM7,GBR,South East (England),UKJ,"Surrey, East and West Sussex",UKJ2,East Surrey,UKJ26
SN1,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN10,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN11,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN12,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN13,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN14,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN15,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN16,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN2,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN25,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN26,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN3,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN38,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN4,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN5,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN6,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SN7,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
SN8,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN9,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Wiltshire CC,UKK15
SN99,GBR,South West (England),UKK,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Swindon,UKK14
SO14,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Southampton,UKJ32
SO15,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Southampton,UKJ32
SO16,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Southampton,UKJ32
SO17,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Southampton,UKJ32
SO18,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Southampton,UKJ32
SO19,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Southampton,UKJ32
SO20,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
SO21,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
SO22,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
SO23,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
SO24,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
SO25,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
SO30,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,South Hampshire,UKJ35
SO31,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,South Hampshire,UKJ35
SO32,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
SO40,GBR,South East (England),UKJ,Hampshire and Isle of Wight,UKJ3,Central Hampshire,UKJ36
